method: org.apache.fop.fo.expr.PropertyInfo.popFunction:1699669678
162354 -> 162355
162356 -> 162357
162354 -> 162358
162355 -> 162359
162357 -> 162360
162358 -> 162361
162359 -> 162362
162360 -> 162363
162361 -> 162364
162362 -> 162365
162363 -> 162366
162364 -> 162367
162362 -> 162368
162363 -> 162369
162364 -> 162370
162368 -> 162371
162369 -> 162372
162370 -> 162373
162371 -> 162365
162372 -> 162366
162373 -> 162367
162365 -> 162374
162366 -> 162375
162367 -> 162376
162365 -> 162377
