method: org.apache.fop.fo.PropertyList.getAbsolutePositionProps:1531360631
429320 -> 429321
429322 -> 429323
429320 -> 429324
429321 -> 429325
429323 -> 429326
429324 -> 429327
429325 -> 429328
429326 -> 429329
429328 -> 429330
429329 -> 429331
429332 -> 429333
429330 -> 429334
429331 -> 429335
429333 -> 429336
429333 -> 429337
