method: org.apache.fop.fo.properties.CommonTextDecoration.createFromPropertyList:1621274057
376122 -> 376123
376124 -> 376125
376122 -> 376126
376123 -> 376127
376125 -> 376128
376126 -> 376129
376127 -> 376130
376128 -> 376131
376130 -> 376132
376131 -> 376133
376134 -> 376135
376132 -> 376136
376133 -> 376137
376135 -> 376138
376135 -> 376139
