method: org.apache.fop.fo.properties.PercentLength.getValue:1095218985
406727 -> 406728
406729 -> 406730
406731 -> 406732
406728 -> 406733
406730 -> 406734
406732 -> 406735
406733 -> 406736
406734 -> 406737
406735 -> 406738
406736 -> 406739
406737 -> 406740
406738 -> 406741
406739 -> 406742
406740 -> 406743
406741 -> 406744
406742 -> 406745
406743 -> 406746
406744 -> 406747
406745 -> 406748
406746 -> 406749
406747 -> 406750
406745 -> 406751
