method: org.apache.fop.fonts.type1.AFMFile.setStdVW:550167443
885215 -> 885216
885217 -> 885218
885219 -> 885220
885216 -> 885221
885218 -> 885222
885220 -> 885223
885221 -> 885224
885222 -> 885225
885223 -> 885226
885224 -> 885227
885225 -> 885228
885226 -> 885229
885227 -> 885230
885228 -> 885231
885229 -> 885232
885227 -> 885233
