method: org.apache.fop.image.loader.batik.ImageLoaderFactorySVG.getSupportedFlavors:73622895
963564 -> 963565
963566 -> 963567
963568 -> 963569
963564 -> 963570
963565 -> 963571
963567 -> 963572
963569 -> 963573
963570 -> 963574
963571 -> 963575
963572 -> 963576
963573 -> 963577
963574 -> 963578
963575 -> 963579
963576 -> 963580
963577 -> 963581
963578 -> 963582
963579 -> 963583
963580 -> 963584
963581 -> 963585
963582 -> 963586
963582 -> 963587
