method: org.apache.fop.area.inline.InlineArea.isBlinking:1020681966
84997 -> 84998
84999 -> 85000
84997 -> 85001
84998 -> 85002
85000 -> 85003
85001 -> 85004
85002 -> 85005
85003 -> 85006
85004 -> 85007
85005 -> 85008
85006 -> 85009
85007 -> 85010
85008 -> 85011
85009 -> 85012
85010 -> 85013
85011 -> 85014
85012 -> 85015
85013 -> 85016
85011 -> 85017
