method: org.apache.fop.fonts.base14.CourierBoldOblique.getKerningInfo:176956958
484788 -> 484789
484790 -> 484791
484788 -> 484792
484789 -> 484793
484791 -> 484794
484792 -> 484795
484793 -> 484796
484794 -> 484797
484795 -> 484798
484796 -> 484799
484797 -> 484800
484798 -> 484801
484798 -> 484802
