method: org.apache.fop.fo.flow.Character.startOfNode:2146842916
190773 -> 190774
190775 -> 190776
190773 -> 190777
190774 -> 190778
190776 -> 190779
190777 -> 190780
190778 -> 190781
190779 -> 190782
190780 -> 190783
190781 -> 190784
190782 -> 190785
190784 -> 190786
190785 -> 190787
190788 -> 190789
190786 -> 190790
190787 -> 190791
190789 -> 190792
190790 -> 190793
190791 -> 190794
190792 -> 190795
190790 -> 190796
