method: org.apache.fop.layoutmgr.inline.AbstractGraphicsLayoutManager.getIntrinsicWidth:1043004158
1145944 -> 1145945
1145946 -> 1145947
1145944 -> 1145948
1145945 -> 1145949
1145947 -> 1145950
1145948 -> 1145951
1145949 -> 1145952
1145950 -> 1145953
1145951 -> 1145954
1145952 -> 1145955
1145953 -> 1145956
1145954 -> 1145957
1145955 -> 1145958
1145956 -> 1145959
1145957 -> 1145960
1145958 -> 1145961
1145959 -> 1145962
1145960 -> 1145963
1145958 -> 1145964
