method: org.apache.fop.fo.flow.table.GridUnit.getFlag:888425489
222553 -> 222554
222555 -> 222556
222554 -> 222557
222556 -> 222558
222557 -> 222559
222558 -> 222560
222559 -> 222561
222560 -> 222562
222561 -> 222563
222562 -> 222564
222563 -> 222565
222564 -> 222566
222565 -> 222567
222566 -> 222568
222565 -> 222569
222566 -> 222570
222569 -> 222571
222570 -> 222572
222571 -> 222573
222572 -> 222574
222567 -> 222573
222568 -> 222574
222573 -> 222575
222574 -> 222576
222573 -> 222577
