method: org.apache.fop.render.afp.fonts.OutlineFont.getLastChar:1663439507
1801007 -> 1801008
1801009 -> 1801010
1801007 -> 1801011
1801008 -> 1801012
1801010 -> 1801013
1801011 -> 1801014
1801012 -> 1801015
1801013 -> 1801016
1801014 -> 1801017
1801015 -> 1801018
1801016 -> 1801019
1801017 -> 1801020
1801018 -> 1801021
1801019 -> 1801022
1801020 -> 1801023
1801021 -> 1801024
1801022 -> 1801025
1801023 -> 1801026
1801021 -> 1801027
