method: org.apache.fop.render.afp.extensions.AbstractAFPExtensionObject.getExtensionAttachment:1913147023
1775047 -> 1775048
1775049 -> 1775050
1775047 -> 1775051
1775048 -> 1775052
1775050 -> 1775053
1775051 -> 1775054
1775052 -> 1775055
1775053 -> 1775056
1775054 -> 1775057
1775055 -> 1775058
1775056 -> 1775059
1775057 -> 1775060
1775057 -> 1775061
