method: org.apache.fop.render.awt.viewer.PreviewDialog$10.windowClosed:794832325
1847988 -> 1847989
1847990 -> 1847991
1847992 -> 1847993
1847989 -> 1847994
1847991 -> 1847995
1847993 -> 1847996
1847994 -> 1847997
1847995 -> 1847998
1847996 -> 1847999
1847997 -> 1848000
1847998 -> 1848001
1847999 -> 1848002
1848000 -> 1848003
1848001 -> 1848004
1848002 -> 1848005
1848000 -> 1848006
