method: org.apache.fop.layoutmgr.inline.HyphContext.updateOffset:113377485
1167150 -> 1167151
1167152 -> 1167153
1167151 -> 1167154
1167153 -> 1167155
1167154 -> 1167156
1167155 -> 1167157
1167156 -> 1167158
1167157 -> 1167159
1167158 -> 1167160
1167159 -> 1167161
1167160 -> 1167162
1167161 -> 1167163
1167162 -> 1167164
1167163 -> 1167165
1167162 -> 1167166
