method: org.apache.fop.fo.ElementMapping.getTable:1254487567
147558 -> 147559
147560 -> 147561
147558 -> 147562
147559 -> 147563
147561 -> 147564
147562 -> 147565
147563 -> 147566
147564 -> 147567
147565 -> 147568
147566 -> 147569
147567 -> 147570
147568 -> 147571
147566 -> 147572
147567 -> 147573
147568 -> 147574
147572 -> 147569
147573 -> 147570
147574 -> 147571
147569 -> 147575
147570 -> 147576
147571 -> 147577
147575 -> 147578
147576 -> 147579
147577 -> 147580
147577 -> 147581
