method: org.apache.fop.fonts.type1.AFMFile.setXHeight:1330764971
885079 -> 885080
885081 -> 885082
885083 -> 885084
885080 -> 885085
885082 -> 885086
885084 -> 885087
885085 -> 885088
885086 -> 885089
885087 -> 885090
885088 -> 885091
885089 -> 885092
885090 -> 885093
885091 -> 885094
885092 -> 885095
885093 -> 885096
885091 -> 885097
