method: org.apache.fop.layoutmgr.table.TableLayoutManager.negotiateBPDAdjustment:1957359178
1514405 -> 1514406
1514407 -> 1514408
1514409 -> 1514410
1514406 -> 1514411
1514408 -> 1514412
1514410 -> 1514413
1514411 -> 1514414
1514412 -> 1514415
1514413 -> 1514416
1514414 -> 1514417
1514415 -> 1514418
1514416 -> 1514419
1514417 -> 1514420
1514418 -> 1514421
1514419 -> 1514422
1514417 -> 1514423
