method: org.apache.fop.fo.flow.table.CollapsingBorderResolver.endPart:958944306
213581 -> 213582
213583 -> 213584
213581 -> 213585
213582 -> 213586
213584 -> 213587
213585 -> 213588
213586 -> 213589
213587 -> 213590
213588 -> 213591
213589 -> 213592
213590 -> 213593
213591 -> 213594
213592 -> 213595
213593 -> 213596
213594 -> 213597
213592 -> 213598
