method: org.apache.fop.fo.extensions.xmp.XMPContentHandlerFactory.getSupportedNamespaces:1372479131
181795 -> 181796
181797 -> 181798
181795 -> 181799
181796 -> 181800
181798 -> 181801
181799 -> 181802
181800 -> 181803
181801 -> 181804
181802 -> 181805
181803 -> 181806
181804 -> 181807
181805 -> 181808
181805 -> 181809
