method: org.apache.fop.fo.properties.CommonFont$CachedCommonFont.access$600:1462281761
370951 -> 370952
370953 -> 370954
370951 -> 370955
370952 -> 370956
370954 -> 370957
370955 -> 370958
370956 -> 370959
370957 -> 370960
370958 -> 370961
370959 -> 370962
370960 -> 370963
370961 -> 370964
370961 -> 370965
