method: org.apache.fop.fonts.LazyFont.getRealFont:1297243923
821330 -> 821331
821332 -> 821333
821330 -> 821334
821331 -> 821335
821333 -> 821336
821334 -> 821337
821335 -> 821338
821336 -> 821339
821337 -> 821340
821338 -> 821341
821339 -> 821342
821340 -> 821343
821341 -> 821344
821342 -> 821345
821343 -> 821346
821343 -> 821347
