method: org.apache.fop.render.ps.PSSVGHandler$PSInfo.getFontInfo:991313885
2194760 -> 2194761
2194762 -> 2194763
2194760 -> 2194764
2194761 -> 2194765
2194763 -> 2194766
2194764 -> 2194767
2194765 -> 2194768
2194766 -> 2194769
2194767 -> 2194770
2194768 -> 2194771
2194769 -> 2194772
2194770 -> 2194773
2194770 -> 2194774
