method: org.apache.fop.fo.PropertyList.getTextDecorationProps:1688989505
429356 -> 429357
429358 -> 429359
429356 -> 429360
429357 -> 429361
429359 -> 429362
429360 -> 429363
429361 -> 429364
429362 -> 429365
429364 -> 429366
429365 -> 429367
429368 -> 429369
429366 -> 429370
429367 -> 429371
429369 -> 429372
429369 -> 429373
