method: org.apache.fop.render.afp.fonts.FopCharacterSet.getCapHeight:1693062054
1800748 -> 1800749
1800750 -> 1800751
1800748 -> 1800752
1800749 -> 1800753
1800751 -> 1800754
1800752 -> 1800755
1800753 -> 1800756
1800754 -> 1800757
1800755 -> 1800758
1800756 -> 1800759
1800757 -> 1800760
1800758 -> 1800761
1800759 -> 1800762
1800760 -> 1800763
1800761 -> 1800764
1800762 -> 1800765
1800763 -> 1800766
1800764 -> 1800767
1800765 -> 1800768
1800766 -> 1800769
1800767 -> 1800770
1800765 -> 1800771
