method: org.apache.fop.fo.properties.CommonTextDecoration.getUnderlineColor:720613848
378982 -> 378983
378984 -> 378985
378982 -> 378986
378983 -> 378987
378985 -> 378988
378986 -> 378989
378987 -> 378990
378988 -> 378991
378989 -> 378992
378990 -> 378993
378991 -> 378994
378992 -> 378995
378992 -> 378996
