method: org.apache.fop.fo.flow.table.BorderSpecification.getBorderInfo:568833185
205784 -> 205785
205786 -> 205787
205784 -> 205788
205785 -> 205789
205787 -> 205790
205788 -> 205791
205789 -> 205792
205790 -> 205793
205791 -> 205794
205792 -> 205795
205793 -> 205796
205794 -> 205797
205794 -> 205798
