method: org.apache.fop.fo.flow.table.CollapsingBorderResolver.access$702:2095332624
214183 -> 214184
214185 -> 214186
214187 -> 214188
214184 -> 214189
214186 -> 214190
214188 -> 214191
214189 -> 214192
214190 -> 214193
214191 -> 214194
214192 -> 214195
214193 -> 214196
214194 -> 214197
214195 -> 214198
214196 -> 214199
214197 -> 214200
214197 -> 214201
