method: org.apache.fop.fo.pagination.RegionBody.getColumnCount:553063791
352964 -> 352965
352966 -> 352967
352964 -> 352968
352965 -> 352969
352967 -> 352970
352968 -> 352971
352969 -> 352972
352970 -> 352973
352971 -> 352974
352972 -> 352975
352973 -> 352976
352974 -> 352977
352975 -> 352978
352976 -> 352979
352977 -> 352980
352978 -> 352981
352979 -> 352982
352980 -> 352983
352978 -> 352984
