method: org.apache.fop.fo.properties.EnumNumber.getEnum:2090571641
382858 -> 382859
382860 -> 382861
382858 -> 382862
382859 -> 382863
382861 -> 382864
382862 -> 382865
382863 -> 382866
382864 -> 382867
382865 -> 382868
382866 -> 382869
382867 -> 382870
382868 -> 382871
382869 -> 382872
382870 -> 382873
382871 -> 382874
382872 -> 382875
382873 -> 382876
382874 -> 382877
382872 -> 382878
