method: org.apache.fop.fo.properties.EnumNumber.hashCode:1691777311
383021 -> 383022
383023 -> 383024
383021 -> 383025
383022 -> 383026
383024 -> 383027
383025 -> 383028
383026 -> 383029
383027 -> 383030
383028 -> 383031
383029 -> 383032
383030 -> 383033
383031 -> 383034
383032 -> 383035
383033 -> 383036
383034 -> 383037
383035 -> 383038
383036 -> 383039
383037 -> 383040
383035 -> 383041
