method: org.apache.fop.layoutmgr.LayoutContext.resolveLeadingSpace:1496857648
1327415 -> 1327416
1327417 -> 1327418
1327416 -> 1327419
1327418 -> 1327420
1327419 -> 1327421
1327420 -> 1327422
1327421 -> 1327423
1327422 -> 1327424
1327423 -> 1327425
1327424 -> 1327426
1327423 -> 1327427
1327424 -> 1327428
1327427 -> 1327429
1327428 -> 1327430
1327429 -> 1327431
1327430 -> 1327432
1327425 -> 1327431
1327426 -> 1327432
1327431 -> 1327433
1327432 -> 1327434
1327431 -> 1327435
