method: org.apache.fop.fonts.LazyFont.isMultiByte:228566923
821457 -> 821458
821459 -> 821460
821457 -> 821461
821458 -> 821462
821460 -> 821463
821461 -> 821464
821462 -> 821465
821463 -> 821466
821464 -> 821467
821465 -> 821468
821466 -> 821469
821467 -> 821470
821468 -> 821471
821469 -> 821472
821470 -> 821473
821471 -> 821474
821472 -> 821475
821473 -> 821476
821474 -> 821477
821475 -> 821478
821476 -> 821479
821474 -> 821480
