method: org.apache.fop.fo.flow.table.TableCell.endsRow:344298718
235560 -> 235561
235562 -> 235563
235561 -> 235564
235563 -> 235565
235564 -> 235566
235565 -> 235567
235566 -> 235568
235567 -> 235569
235566 -> 235570
235567 -> 235571
235570 -> 235572
235571 -> 235573
235572 -> 235574
235573 -> 235575
235568 -> 235574
235569 -> 235575
235574 -> 235576
235575 -> 235577
235574 -> 235578
