method: org.apache.fop.layoutmgr.SpaceResolver.access$600:1469805926
1425918 -> 1425919
1425920 -> 1425921
1425918 -> 1425922
1425919 -> 1425923
1425921 -> 1425924
1425922 -> 1425925
1425923 -> 1425926
1425924 -> 1425927
1425925 -> 1425928
1425926 -> 1425929
1425927 -> 1425930
1425928 -> 1425931
1425928 -> 1425932
