method: org.apache.fop.render.ps.PSRenderer.beginTextObject:768017231
2187597 -> 2187598
2187599 -> 2187600
2187598 -> 2187601
2187600 -> 2187602
2187601 -> 2187603
2187602 -> 2187604
2187603 -> 2187605
2187604 -> 2187606
2187603 -> 2187607
2187604 -> 2187608
2187607 -> 2187609
2187608 -> 2187610
2187609 -> 2187611
2187610 -> 2187612
2187611 -> 2187605
2187612 -> 2187606
2187605 -> 2187613
2187606 -> 2187614
2187605 -> 2187615
