method: org.apache.fop.hyphenation.CharVector.put:172825925
920537 -> 920538
920539 -> 920540
920537 -> 920541
920538 -> 920542
920540 -> 920543
920541 -> 920544
920542 -> 920545
920543 -> 920546
920544 -> 920547
920545 -> 920548
920546 -> 920549
920547 -> 920550
920548 -> 920551
920549 -> 920552
920550 -> 920553
920551 -> 920554
920552 -> 920555
920553 -> 920556
920554 -> 920557
920555 -> 920558
920556 -> 920559
920554 -> 920560
