method: org.apache.fop.svg.PDFImageElementBridge$Graphics2DNode.getGeometryBounds:1425162761
2462905 -> 2462906
2462907 -> 2462908
2462905 -> 2462909
2462906 -> 2462910
2462908 -> 2462911
2462909 -> 2462912
2462910 -> 2462913
2462911 -> 2462914
2462913 -> 2462915
2462914 -> 2462916
2462917 -> 2462918
2462915 -> 2462919
2462916 -> 2462920
2462918 -> 2462921
2462918 -> 2462922
