method: org.apache.fop.layoutmgr.AreaAdditionUtil$StackingIter.<init>:674542664
1003459 -> 1003460
1003461 -> 1003462
1003463 -> 1003464
1003460 -> 1003465
1003462 -> 1003466
1003464 -> 1003467
1003465 -> 1003468
1003466 -> 1003469
1003467 -> 1003470
1003468 -> 1003471
1003469 -> 1003472
1003470 -> 1003473
1003471 -> 1003474
1003472 -> 1003475
1003473 -> 1003476
1003471 -> 1003477
