method: org.apache.fop.fonts.base14.Symbol.getWidth:1894878139
606225 -> 606226
606227 -> 606228
606225 -> 606229
606226 -> 606230
606228 -> 606231
606229 -> 606232
606230 -> 606233
606231 -> 606234
606232 -> 606235
606233 -> 606236
606234 -> 606237
606235 -> 606238
606236 -> 606239
606237 -> 606240
606238 -> 606241
606239 -> 606242
606240 -> 606243
606241 -> 606244
606242 -> 606245
606243 -> 606246
606244 -> 606247
606245 -> 606248
606246 -> 606249
606247 -> 606250
606245 -> 606251
