method: org.apache.fop.fonts.LazyFont.isEmbeddable:2097351441
822086 -> 822087
822088 -> 822089
822086 -> 822090
822087 -> 822091
822089 -> 822092
822090 -> 822093
822091 -> 822094
822092 -> 822095
822093 -> 822096
822094 -> 822097
822095 -> 822098
822096 -> 822099
822097 -> 822100
822098 -> 822101
822099 -> 822102
822100 -> 822103
822101 -> 822104
822102 -> 822105
822103 -> 822106
822104 -> 822107
822105 -> 822108
822103 -> 822109
