method: org.apache.fop.fonts.type1.AFMParser$KPXHandler.<init>:204583127
890687 -> 890688
890689 -> 890690
890691 -> 890692
890688 -> 890693
890690 -> 890694
890692 -> 890695
890693 -> 890696
890694 -> 890697
890695 -> 890698
890696 -> 890699
890697 -> 890700
890698 -> 890701
890699 -> 890702
890700 -> 890703
890701 -> 890704
890699 -> 890705
