method: org.apache.fop.layoutmgr.table.TableCellLayoutManager.adjustIPD:380776137
1487705 -> 1487706
1487707 -> 1487708
1487706 -> 1487709
1487708 -> 1487710
1487709 -> 1487711
1487710 -> 1487712
1487711 -> 1487713
1487712 -> 1487714
1487713 -> 1487715
1487714 -> 1487716
1487715 -> 1487717
1487716 -> 1487718
1487717 -> 1487719
1487718 -> 1487720
1487719 -> 1487721
1487720 -> 1487722
1487719 -> 1487723
