method: org.apache.fop.area.AreaTreeParser$Handler$LineAreaMaker.<init>:2031976166
38615 -> 38616
38617 -> 38618
38619 -> 38620
38621 -> 38622
38616 -> 38623
38618 -> 38624
38620 -> 38625
38622 -> 38626
38623 -> 38627
38624 -> 38628
38625 -> 38629
38626 -> 38630
38627 -> 38631
38628 -> 38632
38629 -> 38633
38630 -> 38634
38631 -> 38635
38632 -> 38636
38633 -> 38637
38634 -> 38638
38635 -> 38639
38636 -> 38640
38637 -> 38641
38638 -> 38642
38635 -> 38643
