method: org.apache.fop.layoutmgr.inline.InlineStackingLayoutManager.setChildContext:1722972307
1197346 -> 1197347
1197348 -> 1197349
1197350 -> 1197351
1197347 -> 1197352
1197349 -> 1197353
1197351 -> 1197354
1197352 -> 1197355
1197353 -> 1197356
1197354 -> 1197357
1197355 -> 1197358
1197356 -> 1197359
1197357 -> 1197360
1197358 -> 1197361
1197359 -> 1197362
1197360 -> 1197363
1197358 -> 1197364
