method: org.apache.fop.layoutmgr.inline.InlineStackingLayoutManager$StackingIter.getPos:723675160
1197034 -> 1197035
1197036 -> 1197037
1197038 -> 1197039
1197034 -> 1197040
1197035 -> 1197041
1197037 -> 1197042
1197039 -> 1197043
1197040 -> 1197044
1197041 -> 1197045
1197042 -> 1197046
1197043 -> 1197047
1197044 -> 1197048
1197045 -> 1197049
1197046 -> 1197050
1197047 -> 1197051
1197047 -> 1197052
1197049 -> 1197053
1197050 -> 1197054
1197052 -> 1197055
1197051 -> 1197056
1197051 -> 1197057
