method: org.apache.fop.render.awt.viewer.PreviewPanel.setScaleFactor:1794051680
1884756 -> 1884757
1884758 -> 1884759
1884756 -> 1884760
1884757 -> 1884761
1884759 -> 1884762
1884760 -> 1884763
1884761 -> 1884764
1884762 -> 1884765
1884763 -> 1884766
1884764 -> 1884767
1884765 -> 1884768
1884766 -> 1884769
1884767 -> 1884770
1884768 -> 1884771
1884769 -> 1884772
1884770 -> 1884773
1884771 -> 1884774
1884772 -> 1884775
1884773 -> 1884776
1884774 -> 1884777
1884775 -> 1884778
1884773 -> 1884779
