method: org.apache.fop.render.afp.fonts.RasterFont.mapChar:150315969
1804179 -> 1804180
1804181 -> 1804182
1804179 -> 1804183
1804180 -> 1804184
1804182 -> 1804185
1804183 -> 1804186
1804184 -> 1804187
1804185 -> 1804188
1804186 -> 1804189
1804187 -> 1804190
1804188 -> 1804191
1804189 -> 1804192
1804190 -> 1804193
1804191 -> 1804194
1804192 -> 1804195
1804193 -> 1804196
1804194 -> 1804197
1804195 -> 1804198
1804196 -> 1804199
1804197 -> 1804200
1804198 -> 1804201
1804196 -> 1804202
