method: org.apache.fop.fo.RecursiveCharIterator.remove:578441889
430086 -> 430087
430088 -> 430089
430086 -> 430090
430087 -> 430091
430089 -> 430092
430090 -> 430093
430091 -> 430094
430092 -> 430095
430093 -> 430096
430094 -> 430097
430095 -> 430098
430096 -> 430099
430094 -> 430100
430095 -> 430101
430096 -> 430102
430100 -> 430103
430101 -> 430104
430102 -> 430105
430103 -> 430097
430104 -> 430098
430105 -> 430099
430097 -> 430106
430098 -> 430107
430099 -> 430108
430097 -> 430109
