method: org.apache.fop.fonts.type1.AFMFile.setFamilyName:1048841899
884752 -> 884753
884754 -> 884755
884756 -> 884757
884753 -> 884758
884755 -> 884759
884757 -> 884760
884758 -> 884761
884759 -> 884762
884760 -> 884763
884761 -> 884764
884762 -> 884765
884763 -> 884766
884764 -> 884767
884765 -> 884768
884766 -> 884769
884764 -> 884770
