method: org.apache.fop.fonts.type1.AFMFile.setCharacterSet:604617573
885011 -> 885012
885013 -> 885014
885015 -> 885016
885012 -> 885017
885014 -> 885018
885016 -> 885019
885017 -> 885020
885018 -> 885021
885019 -> 885022
885020 -> 885023
885021 -> 885024
885022 -> 885025
885023 -> 885026
885024 -> 885027
885025 -> 885028
885023 -> 885029
