method: org.apache.fop.area.Block.isStacked:1394996905
70934 -> 70935
70936 -> 70937
70935 -> 70938
70937 -> 70939
70938 -> 70940
70939 -> 70941
70940 -> 70942
70941 -> 70943
70942 -> 70944
70943 -> 70945
70942 -> 70946
70943 -> 70947
70946 -> 70948
70947 -> 70949
70948 -> 70950
70949 -> 70951
70950 -> 70952
70951 -> 70953
70950 -> 70944
70951 -> 70945
70944 -> 70954
70945 -> 70955
70954 -> 70956
70955 -> 70957
70952 -> 70956
70953 -> 70957
70956 -> 70958
70957 -> 70959
70956 -> 70960
