method: org.apache.fop.fo.flow.Block.getOrphans:349047370
187943 -> 187944
187945 -> 187946
187943 -> 187947
187944 -> 187948
187946 -> 187949
187947 -> 187950
187948 -> 187951
187949 -> 187952
187950 -> 187953
187951 -> 187954
187952 -> 187955
187953 -> 187956
187954 -> 187957
187955 -> 187958
187956 -> 187959
187957 -> 187960
187958 -> 187961
187959 -> 187962
187957 -> 187963
