method: org.apache.fop.fonts.FontLoader.isType1:1127182572
788275 -> 788276
788277 -> 788278
788275 -> 788279
788276 -> 788280
788278 -> 788281
788279 -> 788282
788280 -> 788283
788281 -> 788284
788283 -> 788285
788284 -> 788286
788287 -> 788288
788285 -> 788289
788286 -> 788290
788288 -> 788291
788289 -> 788292
788290 -> 788293
788291 -> 788294
788292 -> 788295
788293 -> 788296
788294 -> 788297
788292 -> 788298
