method: org.apache.fop.fo.FOEventHandler.characters:1671973408
273171 -> 273172
273173 -> 273174
273175 -> 273176
273172 -> 273177
273174 -> 273178
273176 -> 273179
273177 -> 273180
273178 -> 273181
273179 -> 273182
273180 -> 273183
273181 -> 273184
273182 -> 273185
273183 -> 273186
273184 -> 273187
273185 -> 273188
273186 -> 273189
273187 -> 273190
273188 -> 273191
273186 -> 273192
