method: org.apache.fop.fo.expr.NumericProperty.getNumericValue:1074114960
160702 -> 160703
160704 -> 160705
160706 -> 160707
160703 -> 160708
160705 -> 160709
160707 -> 160710
160708 -> 160711
160709 -> 160712
160710 -> 160713
160711 -> 160714
160712 -> 160715
160713 -> 160716
160714 -> 160717
160715 -> 160718
160716 -> 160719
160714 -> 160720
