method: org.apache.fop.render.pcl.PCLGraphics2D.setXORMode:1262993819
1954023 -> 1954024
1954025 -> 1954026
1954027 -> 1954028
1954024 -> 1954029
1954026 -> 1954030
1954028 -> 1954031
1954029 -> 1954032
1954030 -> 1954033
1954031 -> 1954034
1954032 -> 1954035
1954033 -> 1954036
1954034 -> 1954037
1954035 -> 1954038
1954036 -> 1954039
1954037 -> 1954040
1954035 -> 1954041
