method: org.apache.fop.render.ps.PSSVGHandler$PSInfo.setFontInfo:834331769
2194775 -> 2194776
2194777 -> 2194778
2194779 -> 2194780
2194776 -> 2194781
2194778 -> 2194782
2194780 -> 2194783
2194781 -> 2194784
2194782 -> 2194785
2194783 -> 2194786
2194784 -> 2194787
2194785 -> 2194788
2194786 -> 2194789
2194787 -> 2194790
2194788 -> 2194791
2194789 -> 2194792
2194787 -> 2194793
