method: org.apache.fop.fo.properties.CompoundPropertyMaker.getSubpropIndex:1919656739
379359 -> 379360
379361 -> 379362
379360 -> 379363
379362 -> 379364
379363 -> 379365
379364 -> 379366
379365 -> 379367
379366 -> 379368
379367 -> 379369
379368 -> 379370
379369 -> 379371
379370 -> 379372
379371 -> 379373
379372 -> 379374
379371 -> 379375
