method: org.apache.fop.fonts.base14.TimesItalic.getWidth:532025626
675511 -> 675512
675513 -> 675514
675511 -> 675515
675512 -> 675516
675514 -> 675517
675515 -> 675518
675516 -> 675519
675517 -> 675520
675518 -> 675521
675519 -> 675522
675520 -> 675523
675521 -> 675524
675522 -> 675525
675523 -> 675526
675524 -> 675527
675525 -> 675528
675526 -> 675529
675527 -> 675530
675528 -> 675531
675529 -> 675532
675530 -> 675533
675531 -> 675534
675532 -> 675535
675533 -> 675536
675531 -> 675537
