method: org.apache.fop.layoutmgr.inline.LeafNodeLayoutManager.applyChanges:1590811382
1218551 -> 1218552
1218553 -> 1218554
1218555 -> 1218556
1218552 -> 1218557
1218554 -> 1218558
1218556 -> 1218559
1218557 -> 1218560
1218558 -> 1218561
1218559 -> 1218562
1218560 -> 1218563
1218561 -> 1218564
1218562 -> 1218565
1218563 -> 1218566
1218564 -> 1218567
1218565 -> 1218568
1218563 -> 1218569
