method: org.apache.fop.apps.FOUserAgent.getXMLHandlerRegistry:2102136650
21256 -> 21257
21258 -> 21259
21256 -> 21260
21256 -> 21261
21257 -> 21262
21259 -> 21263
21260 -> 21264
21261 -> 21265
21262 -> 21266
21263 -> 21267
21265 -> 21268
21266 -> 21269
21267 -> 21270
21271 -> 21272
21268 -> 21273
21269 -> 21274
21270 -> 21275
21272 -> 21276
21274 -> 21277
21275 -> 21278
21276 -> 21279
21280 -> 21281
21277 -> 21282
21278 -> 21283
21279 -> 21284
21281 -> 21285
21281 -> 21286
