method: org.apache.fop.area.inline.AbstractTextArea.setSpaceDifference:129340375
83405 -> 83406
83407 -> 83408
83405 -> 83409
83406 -> 83410
83408 -> 83411
83409 -> 83412
83410 -> 83413
83411 -> 83414
83412 -> 83415
83413 -> 83416
83414 -> 83417
83415 -> 83418
83416 -> 83419
83417 -> 83420
83418 -> 83421
83419 -> 83422
83420 -> 83423
83421 -> 83424
83419 -> 83425
