method: org.apache.fop.fo.properties.NumberProperty.hashCode:1382504856
405003 -> 405004
405005 -> 405006
405003 -> 405007
405004 -> 405008
405006 -> 405009
405007 -> 405010
405008 -> 405011
405009 -> 405012
405010 -> 405013
405011 -> 405014
405012 -> 405015
405013 -> 405016
405014 -> 405017
405015 -> 405018
405016 -> 405019
405017 -> 405020
405018 -> 405021
405019 -> 405022
405017 -> 405023
